title,location,experience,skills,company,salary,description,posted_date
Data Visualization and Scientist,Bengaluru,2-5 yrs,"Analytics, data science, data visualization",Rexroth,  Not disclosed ,,59 days ago
Cloud Architect,Bengaluru(Whitefield),3-7 yrs,"Artificial Intelligence, Software Engineering, Data Science...",Tredence Analytics Solutions Private Limited,  Not disclosed ,,59 days ago
Assoc Data Team Lead - ,Bikaner,2-5 yrs,"IMS, Analytics, Information technology, Healthcare, Social media, Usage...",IQVIA,  Not disclosed ,,57 days ago
"Mgr, Software Development",Panjim,2-5 yrs,"IMS, Analytics, Information technology, Healthcare, Social media, Usage...",IQVIA,  Not disclosed ,,57 days ago
Clin Data Spec,Nagercoil,2-5 yrs,"Healthcare, Data management, Analytics, IMS, Information technology, Usage,...",IQVIA,  Not disclosed ,,57 days ago
Editorial Assistant,Haldwani,4-7 yrs,"IMS, Analytics, Information technology, Healthcare, Social media, Usage...",IQVIA,  Not disclosed ,,57 days ago
Learning & Development Associate,Panjim,1-3 yrs,"Logistics, Analytical, Training, Individual Contributor, Query management...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,57 days ago
Associate Corporate Relations,Rourkela,2-5 yrs,"MS Office, Social media, Administration, Corporate relations...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,57 days ago
Sr Admission Counselor,Satara,3-6 yrs,"CRM, Social media, Computer science, Admission Counsellor...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,57 days ago
Data Scientist,Bengaluru,5-10 yrs,"SQL, Data mining, Computer science, Usage, data science, Statistics, NoSQL,...",BrainToSoul Consulting,  Not disclosed ,,59 days ago
Android Developer - SDK/MySQL ,Mumbai,15-20 yrs,"data science, MySQL, Android, Eclipse, Coding, Information technology, SDK,...",Big Rattle Technologies,  Not disclosed ,,59 days ago
Customer Service,Bengaluru,2-5 yrs,"Analytics, data science, Customer service, Digital marketing, Internship...",Spurrin Innovation,  Not disclosed ,,58 days ago
Senior Business Analyst - Sql/python,Delhi,3-5 yrs,"data analysis, vba, macros, advanced excel, oracle sql, google analytics...",3D India Staffing Research & Consulting Pvt Ltd,  Not disclosed ,"- Should have an relevant experience of 3-5 years in the field of analytics / data science, designing ...",58 days ago
Computer Scientist( Backend Developer),Bengaluru(Sector 6 HSR Layout),3-8 yrs,"cloud computing, python, mongodb, scala, kafka, spark, data structures, web...",Sigtuple Technologies Pvt Ltd.,  Not disclosed ,"     In this role, youll utilize a combination of systems design experience, network knowledge, ...",47 days ago
Manager/senior Manager/director - Advance Analytics,Mumbai,6-11 yrs,"Factor Analysis, Chaid, SAS, Sales Support, R, Marketing, Networking...",Brandscapes Consultancy Pvt Ltd,  Not disclosed ,Experience in leading a delivery team in large scale projects with both internal and external resources ...,59 days ago
Assistant Manager - HR Analytics & MIS - India HR Operations Team,Mumbai,4-6 yrs,"hr analytics, mis, data analysis, data management, data analytics...",More ventures,  Not disclosed ,7) Expertise in Visual Basic or macro programing in excel & In depth knowledge and experience of ...,59 days ago
UI Developer - Angular 2/4,"Ahmedabad, Gujarat",1-5 yrs,"javascript, jquery, html5, product marketing, project management, bootstrap...",MeasureOne,  Not disclosed ,"- Good communication skills, with an ability to express and understand complex technical concepts ...",58 days ago
Senior Business Analyst - Online/ecommerce - Iit/nit/bits/iim/isb/tiss,Delhi,3-5 yrs,"data analysis, vba, macros, advanced excel, oracle sql, google analytics...",3D India Staffing Research & Consulting Pvt Ltd,  Not disclosed ,"- Should have an relevant experience of 3-5 years in the field of analytics / data science, designing ...",59 days ago
Business Analyst - Sql/oracle/bi/cognos - Iit/nit/bits/nlu/iim/isb/tis,Delhi,2-4 yrs,"oracle sql, python, data mining, r, analytics, mysql, business analysis...",Client of 3D India Staffing Research & Consulting Pvt Ltd,  Not disclosed ,"- Should have relevant experience of 1-3 years in the field analytics / data science, designing & ...",60 days ago
Technical Architect- Database,"Delhi NCR, Greater Noida",10-19 yrs,"oracle sql, data architecture, olap, data modeling, MySQL...",Nexxuspay Services Private Limited,"    12,00,000 - 18,00,000 P.A.  ",- Someone with experience in designing and developing complex enterprise level distributed database ...,54 days ago
Head - Software Development - IT,Mumbai,15-20 yrs,"Head - Software Development, Software Development, Unity 3D, iOS...",Thema Corporate Services,  Not disclosed ,The successful candidate should be strongly versed in software development processes;experience with the ...,29 days ago
Data Analyst (bfsi),Hyderabad,6-9 yrs,"Written Communication, Phone, Data Analysis, Excel, Web Technologies...",Pactera Technologies,  Not disclosed ,Experience of minimum 7-8 years in data analytics and data science (Preferably BFSI);Should have Banking ...,31 days ago
Product Manager,Chennai,4-9 yrs,"Product, Product Management, Customer Satisfaction, customer service...",GOGOVAN INDIA Pvt. Ltd.,  Not disclosed ,"Partner with local market team to take GOGOVAN products to market with consumers, merchants, and ...",31 days ago
City HR Manager - Hyderabad,Hyderabad,5-10 yrs,"HR Operations, Employee Engagement, Benefits, Performance Management...",Ninjacart,"    10,00,000 - 12,00,000 P.A.  ",Years of Experience Required: 5 -10 years of relevant work experience working closely with business ...,31 days ago
"Project Manager, Tech Lead",Indore,10-15 yrs,"project management, service quality, technical support, user experience...",Ziolite Recruitment Solutions,  Not disclosed ,"- Provided input for documentation of new or existing programs to ensure information accessibility, as ...",29 days ago
"Project Manager, Tech Lead",Indore,4-9 yrs,"project management, technical support, user experience, project manager...",Ziolite Recruitment Solutions,  Not disclosed ,"- Provided input for documentation of new or existing programs to ensure information accessibility, as ...",31 days ago
Java Backend Developer - Aws/javascript/node.js,Pune,5-10 yrs,"C++, Javascript, Node.Js, Java, Algorithms, .Net, Lucene, Python, C#, SCALA...",Creospan Solutions Private Ltd,  Not disclosed ,"- Experience with any programming language (JAVA, Javascript, C++, C#, .Net);- Only BE/B.tech candidates ...",31 days ago
Attractive Opportunity for Python Architect (client in Mumbai),Mumbai,3-7 yrs,Python,RS Signature Solutions Pvt Ltd,  Not disclosed ,Should be able to understand the code from the open source projects as well as contribute to;Extremely ...,31 days ago
Walk-in Drive ,Chennai,0-2 yrs,"Engineering, Fresher Engineer, B Tech Fresher, B Tech Student...",HCL Training & Staffing Services Pvt Ltd,"    2,25,000 - 2,50,000 P.A.  ","Candidates with 1-2 yrs experience, willing to join as fresher are welcome;You will receive ...",32 days ago
"UI Developer / Lead - HSR Layout, Bangalore",Bengaluru,4-9 yrs,"UI Development, user interface development",Sigtuple Technologies Pvt Ltd.,"    9,50,000 - 19,50,000 P.A.  ",- 4 - 9  years experience of frontend technologies with the development of responsive web App ...,30 days ago
Tech Lead,Bengaluru,3-8 yrs,"Java, Hibernate, JPA, Rest, Microservices, DOM, DBMS, Angularjs...",63Ideas Infolabs Pvt Ltd,"    15,00,000 - 30,00,000 P.A.  ","4 to 8 years of design and development experience building highly scalable & distributed systems, ...",31 days ago
HR Data Analyst,Bengaluru,4-6 yrs,"HR Data Analyst, Data Analysis, Data Gathering, Relationship Management...",Cargill Business Services India Private Limited,  Not disclosed ,Experience in handling high volumes of report requests;Experience  in data visualization technologies ...,60 days ago
Assistant Manager - Human Resources - IT Recruitment - Airline/travel,Gurgaon,5-7 yrs,"IT Recruitment, Interview Coordination, Screening, HR, Interviewing, Hiring...",Client of HRCS Global,  Not disclosed ,"- Should be able to filter the resumes based on various factors including technologies, domain, projects ...",60 days ago
Big Data - Lead Engineer (Up to 12 Months Contract Role),Bengaluru,5-10 yrs,"Big Data, Hadoop, Spark, hortonworks, kafka, Senior Hadoop Developer...",Corner Tree Consulting Private Limited,"    30,00,000 - 35,00,000 P.A.  ",Familiarity with Hortonworks HDP stack even if there is not a working experience on HDP as long as ...,35 days ago
Consultant/ Associate Consultant - Azure,Bengaluru,4-6 yrs,"SQL Server, SSRS, SSIS, JSON, Microsoft Azure, Power Bi, C#, Javascript...",KPMG,  Not disclosed ,Build analytics solutions using variety of big data technologies and analytics tools as required by the ...,31 days ago
Engineering Manager - Ui/frontend Development - Javascript/node.js,Delhi NCR,10-15 yrs,"React.Js, Javascript, Html5, Node.Js, JQuery, CSS, Front End, Microservices...",New Era India Consultancy Pvt. Ltd,  Not disclosed ,"- Developing features relying on event-driven, microservices, and data science programming model to ...",36 days ago
Data Scientist,"Hyderabad, Hyderabad",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,"Strong understanding of the Machine Learning lifecycle - feature engineering, training, validation, ...",37 days ago
Software Development Manager,Bengaluru,10-15 yrs,""" ; distributed computing"" OR "" ; Distributed systems"" ...",Amazon Development Centre (India) Pvt. Ltd.,"    50,00,000 - 80,00,000 P.A.  ",b) Having prior leadership experience managing people is a must and experience in the online industry is ...,36 days ago
Lifcare - Looking for Doctor Consultant (mbbs) - Delhi - 6 Days,Delhi NCR,1-3 yrs,"medical, medicine, mbbs, patient care",Corner Store Technologies Private Limited,"    4,00,000 - 7,50,000 P.A. Salary Not A Constraint For De...  ",1-2 years of work experience in general physicians role;Should be comfortable to provide tele ...,22 days ago
Senior Data Engineer,Bengaluru,4-6 yrs,"Hive, NoSQL, Java, HBase, Pig, Cassandra, D3.Js, MongoDB, Python, Big Data,...",Allstate Solutions Private Limited,  Not disclosed ,4  - 6  years of experience of data engineering and Big Data systems;Proficient understanding of ...,38 days ago
Analyst -  GKN â€“ US Credit Trading â€“ Portfolio Financing - Mumbai,"Mumbai, Mumbai",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,Responsibilities:  Work closely with Credit Trading and Fixed Income Financing teams to analyze middle ...,39 days ago
Digital Marketing Manager,Noida,3-8 yrs,"Digital Marketing, Display Advertising, SEO, Google AdWords, SEM...",Tuple Technologies,  Not disclosed ,- Utilize strong analytical ability to evaluate end-to-end customer experience across multiple channels ...,39 days ago
Application Development Manager,Chennai,9-14 yrs,"Java, NLP, Spark, Python, Software Engineering, Unix...",Optimum InfoSystem Pvt. Ltd.,  Not disclosed ,"-	Real time knowledge and experience on enterprise system integration;-	Experience in large-scale, ...",58 days ago
Senior Software Developer,Chennai,5-10 yrs,"SQL, NLP, Java, Spark, Eclipse, Python, Project Review...",Optimum InfoSystem Pvt. Ltd.,  Not disclosed ,"B.Tech from a top engineering college, University, preferably in computer science;-	Identifying the ...",58 days ago
Senior Front End Developer,Bengaluru,3-6 yrs,"Javascript, Html5, Angularjs, Web Services, Design Patterns, GIT...",Payjo India Private Limited,"    6,00,000 - 12,00,000 P.A.  ",3+ years of experience in developing developing front-end for complex large-scale web-based consumer ...,52 days ago
Software Engineering- Java / Cloud,"Hyderabad, Hyderabad",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,"This role requires a wide variety of strengths and capabilities, including:  - Advanced knowledge of ...",43 days ago
Python Architect,Mumbai,3-6 yrs,"Algorithms, Data Structures, Scalability, Backend, Open Source...",Quantinsti Quantitative Learning Pvt Ltd,  Not disclosed ,- Should be able to understand the code from the open source projects as well as contribute to them ...,43 days ago
Full Stack Developer - Backend Engineering - Php/python,Bengaluru,3-8 yrs,"Javascript, JQuery, Laravel, CSS, PHP, Codeigniter, MySQL, HTML, Ajax...",Expostores,  Not disclosed ,"- You should be able to ideate, strategize, implement solutions at break neck speed;- Other should not ...",43 days ago
Associate - Risk Architecture (data Engineer),"Bengaluru, Bangalore East",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,"Required Skills  7+ years of experience in risk data management, business analysis, or business ...",46 days ago
Software Engineer - Information Architect,"Bengaluru, Bangalore East",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,Work with people from AD teams and the Chief Development Office to look at ways of making a data driven ...,46 days ago
Solution / Enterprise Architect,Agra,8-12 yrs,"Solution Architect, project engineering, business intelligence, cloud...",Larsen & Toubro Limited,  Not disclosed ,"Hands on experience on C4 core application platform, Integration platform, business intelligence, cloud ...",46 days ago
Strategic Business Analyst I_bp&a,"Mumbai, Mumbai",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,The candidate will be expected to:              Be a part of the Demand Mitigation team and partner with ...,47 days ago
Principal Consultant - Data Solutions - Digital Transformation,Mumbai,10-15 yrs,"data architecture, business consulting, big data, mapr, hadoop, sas...",rfactor Consultants,  Not disclosed ,- Estimate effort and costs in delivering required data operating model for clients;- Having hands-on ...,50 days ago
Principal Architect - Information Technology,Dubai/ UAE,12-15 yrs,"information architecture, EIA, Metadata, Governance Architecture...",JobsLo Consultants,"    50,00,000 - 1 Cr & above P.A. 75.00 LPA - 1.0 Cr  ",- Define and  manage the enterprise data structures  required to support the enterprise through ...,50 days ago
GKN Tech & Data Analyst â€“ Asia Equity Research,"Mumbai, Mumbai",0-5 yrs,"technology, finance, operations, human resources",JP Morgan Chase,  Not disclosed ,"We are looking for a dynamic, energetic individual with strong attention to detail and multi-tasking ...",52 days ago
Senior Technical Architect_cloud Dev_product Development_hyderabad,Hyderabad,10-15 yrs,"Java, Spring, Test Driven Development, GIT, NoSQL, microservices...",JDA Software Private Limited,  Not disclosed ,Experience working in an agile test driven development with continuous integration;Solid experience ...,51 days ago
